
0,0,0,-1,0,0,0,0,0,5,9
0,0,0,-1,1,0,0,0,0,-9,9
0,0,0,-1,1,0,0,0,-1,1,9
1,0,0,-1,1,0,0,0,-1,-2,9
1,-1,0,-1,1,0,0,0,-1,8,9
1,-1,0,-1,1,0,0,1,-1,-7,9
1,-1,0,-1,1,0,-1,1,-1,3,9
1,-1,1,-1,1,0,-1,1,-1,-6,9
0,-1,0,0,0,0,0,0,0,5,8
0,-1,0,0,1,0,0,0,0,-7,8
0,-1,0,0,1,0,-1,0,0,6,8
0,-1,0,0,1,1,-1,0,0,-4,8
0,-1,0,-1,1,1,-1,0,0,1,8
1,-1,0,-1,1,1,-1,0,0,-8,8
1,-1,0,-1,1,1,-1,-1,0,3,8
1,-1,1,-1,1,1,-1,-1,0,-9,8
